ABBREVIATION,TITLE
J. HYDROMETEOROL.,JOURNAL OF HYDROMETEOROLOGY
J. HYMEN. RES.,JOURNAL OF HYMENOPTERA RESEARCH
J. HYPERBOLIC DIFFER. EQUATIONS,JOURNAL OF HYPERBOLIC DIFFERENTIAL EQUATIONS
J. HYPERTENS.,JOURNAL OF HYPERTENSION
J. ICRU,JOURNAL OF THE ICRU
J. ILLUM. ENG. SOC.,JOURNAL OF THE ILLUMINATING ENGINEERING SOCIETY
J. IMAGING SCI. TECHNOL.,JOURNAL OF IMAGING SCIENCE AND TECHNOLOGY
J. IMMUNOASSAY IMMUNOCHEM.,JOURNAL OF IMMUNOASSAY AND IMMUNOCHEMISTRY
J. IMMUNOL.,JOURNAL OF IMMUNOLOGY
J. IMMUNOL. METHODS,JOURNAL OF IMMUNOLOGICAL METHODS
J. IMMUNOL. REGENER. MED.,JOURNAL OF IMMUNOLOGY AND REGENERATIVE MEDICINE
J. IMMUNOTHER. CANCER,JOURNAL FOR IMMUNOTHERAPY OF CANCER
J. IMMUNOTOXICOL.,JOURNAL OF IMMUNOTOXICOLOGY
J. INCLUSION PHENOM. MACROCYCLIC CHEM.,JOURNAL OF INCLUSION PHENOMENA AND MACROCYCLIC CHEMISTRY
J. INCLUSION PHENOM. MOL. RECOGNIT. CHEM.,JOURNAL OF INCLUSION PHENOMENA AND MOLECULAR RECOGNITION IN CHEMISTRY
J. IND. ECOL.,JOURNAL OF INDUSTRIAL ECOLOGY
J. IND. ENG. CHEM.,JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY
J. IND. ENG. INT.,JOURNAL OF INDUSTRIAL ENGINEERING INTERNATIONAL
J. IND. INF. INTEGR.,JOURNAL OF INDUSTRIAL INFORMATION INTEGRATION
J. IND. MANAGE. OPTIM.,JOURNAL OF INDUSTRIAL AND MANAGEMENT OPTIMIZATION
J. IND. MICROBIOL.,JOURNAL OF INDUSTRIAL MICROBIOLOGY
J. IND. MICROBIOL. BIOTECHNOL.,JOURNAL OF INDUSTRIAL MICROBIOLOGY AND BIOTECHNOLOGY
J. IND. POLLUT. CONTROL,JOURNAL OF INDUSTRIAL POLLUTION CONTROL
J. IND. PROD. ENG.,JOURNAL OF INDUSTRIAL AND PRODUCTION ENGINEERING
J. IND. TEXT.,JOURNAL OF INDUSTRIAL TEXTILES
J. INDIAN ACAD. FORENSIC SCI.,JOURNAL OF THE INDIAN ACADEMY OF FORENSIC SCIENCES
J. INDIAN ACAD. WOOD SCI.,JOURNAL OF THE INDIAN ACADEMY OF WOOD SCIENCE
J. INDIAN CHEM. SOC.,JOURNAL OF THE INDIAN CHEMICAL SOCIETY
J. INDIAN COUNC. CHEM.,JOURNAL OF INDIAN COUNCIL OF CHEMISTS
J. INDIAN INST. SCI.,JOURNAL OF THE INDIAN INSTITUTE OF SCIENCE
J. INDIAN LEATHER TECHNOL. ASSOC.,JOURNAL OF THE INDIAN LEATHER TECHNOLOGISTS' ASSOCIATION
J. INDIAN OCEAN REG.,JOURNAL OF THE INDIAN OCEAN REGION
J. INDIAN SOC. REMOTE SENS.,JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING
J. INDIAN SOC. SOIL SCI.,JOURNAL OF THE INDIAN SOCIETY OF SOIL SCIENCE
J. INEQUAL. APPL.,JOURNAL OF INEQUALITIES AND APPLICATIONS
J. INF. DISP.,JOURNAL OF INFORMATION DISPLAY
J. INF. OPTIM. SCI.,JOURNAL OF INFORMATION AND OPTIMIZATION SCIENCES
J. INF. PROCESS. SYST.,JOURNAL OF INFORMATION PROCESSING SYSTEMS
J. INF. TECHNOL. CASE APPL. RES.,JOURNAL OF INFORMATION TECHNOLOGY CASE AND APPLICATION RESEARCH
J. INF. TECHNOL. CONSTRUCT.,JOURNAL OF INFORMATION TECHNOLOGY IN CONSTRUCTION
J. INFECT. DIS.,JOURNAL OF INFECTIOUS DISEASES
J. INFRARED MILLIMETER WAVES,JOURNAL OF INFRARED AND MILLIMETER WAVES
J. INFRASTRUCT. SYST.,JOURNAL OF INFRASTRUCTURE SYSTEMS
J. INHERITED METAB. DIS.,JOURNAL OF INHERITED METABOLIC DISEASE
J. INNATE IMMUN.,JOURNAL OF INNATE IMMUNITY
J. INNOVATION DIGITAL ECOSYST.,JOURNAL OF INNOVATION IN DIGITAL ECOSYSTEMS
J. INNOVATION KNOWL.,JOURNAL OF INNOVATION AND KNOWLEDGE
J. INORG. BIOCHEM.,JOURNAL OF INORGANIC BIOCHEMISTRY
J. INORG. NUCL. CHEM.,JOURNAL OF INORGANIC AND NUCLEAR CHEMISTRY
J. INORG. ORGANOMET. POLYM MATER.,JOURNAL OF INORGANIC AND ORGANOMETALLIC POLYMERS AND MATERIALS
J. INORG. ORGANOMET. POLYM.,JOURNAL OF INORGANIC AND ORGANOMETALLIC POLYMERS
J. INORG. ORGANOMET. POLYM. MATER.,JOURNAL OF INORGANIC AND ORGANOMETALLIC POLYMERS AND MATERIALS
J. INSECT PHYSIOL.,JOURNAL OF INSECT PHYSIOLOGY
J. INSECT SCI.,JOURNAL OF INSECT SCIENCE
J. INSECTS FOOD FEED,JOURNAL OF INSECTS AS FOOD AND FEED
J. INST. BREW.,JOURNAL OF THE INSTITUTE OF BREWING
J. INST. CHEM.,JOURNAL OF INSTITUTE OF CHEMISTS (INDIA)
J. INST. CONSERV.,JOURNAL OF THE INSTITUTE FOR CONSERVATION
J. INST. ELECTR. ENG.,JOURNAL OF THE INSTITUTION OF ELECTRICAL ENGINEERS
J. INST. ELECTRON. RADIO ENG.,JOURNAL OF THE INSTITUTION OF ELECTRONIC AND RADIO ENGINEERS
J. INST. ENG. (INDIA) CHEM. ENG. DIV.,JOURNAL OF THE INSTITUTION OF ENGINEERS (INDIA) CHEMICAL ENGINEERING DIVISION
J. INST. ENG. (INDIA) METALL. MATER. ENG. DIV.,JOURNAL OF THE INSTITUTION OF ENGINEERS (INDIA) METALLURGICAL AND MATERIALS ENGINEERING DIVISION
J. INST. ENVIRON. SCI.,JOURNAL OF THE INSTITUTE OF ENVIRONMENT SCIENCES
J. INST. LOCOMOT. ENG.,JOURNAL OF THE INSTITUTION OF LOCOMOTIVE ENGINEERS
J. INST. MATH. JUSSIEU,JOURNAL OF THE INSTITUTE OF MATHEMATICS OF JUSSIEU
J. INST. MET.,JOURNAL OF THE INSTITUTE OF METALS
J. INST. PET.,JOURNAL OF THE INSTITUTE OF PETROLEUM
J. INST. PROD. ENG.,JOURNAL OF THE INSTITUTION OF PRODUCTION ENGINEERS
J. INST. WATER ENVIRON. MANAGE.,JOURNAL OF THE INSTITUTION OF WATER AND ENVIRONMENT MANAGEMENT
J. INSTRUM.,JOURNAL OF INSTRUMENTATION
J. INSTRUM. SOC. INDIA,JOURNAL OF THE INSTRUMENT SOCIETY OF INDIA
J. INT. LIFE SCI. RES.,JOURNAL OF INTERNATIONAL LIFE SCIENCES RESEARCH
J. INT. MARIT. SAF. ENVIRON. AFF. SHIP.,"JOURNAL OF INTERNATIONAL MARITIME SAFETY, ENVIRONMENTAL AFFAIRS, AND SHIPPING"
J. INT. SOC. SPORTS NUTR.,JOURNAL OF THE INTERNATIONAL SOCIETY OF SPORTS NUTRITION
J. INT. WILDL. LAW POLICY,JOURNAL OF INTERNATIONAL WILDLIFE LAW & POLICY
J. INTEGR. AGRIC.,JOURNAL OF INTEGRATIVE AGRICULTURE
J. INTEGR. DES. PROCESS SCI.,JOURNAL OF INTEGRATED DESIGN AND PROCESS SCIENCE
J. INTEGR. ENVIRON. SCI.,JOURNAL OF INTEGRATIVE ENVIRONMENTAL SCIENCES
J. INTEGR. EQUATIONS APPL.,JOURNAL OF INTEGRAL EQUATIONS AND APPLICATIONS
J. INTEGR. PEST MANAGE.,JOURNAL OF INTEGRATED PEST MANAGEMENT
J. INTEGR. PLANT BIOL.,JOURNAL OF INTEGRATIVE PLANT BIOLOGY
J. INTELL.,JOURNAL OF INTELLIGENCE
J. INTELL. FUZZY SYST.,JOURNAL OF INTELLIGENT & FUZZY SYSTEMS
J. INTELL. MATER. SYST. STRUCT.,JOURNAL OF INTELLIGENT MATERIAL SYSTEMS AND STRUCTURES
J. INTELL. ROB. SYST.,JOURNAL OF INTELLIGENT AND ROBOTIC SYSTEMS
J. INTELL. TRANSP. SYST.,JOURNAL OF INTELLIGENT TRANSPORTATION SYSTEMS
J. INTELL. TRANSP. SYST. TECHNOL. PLANN. OPER.,"JOURNAL OF INTELLIGENT TRANSPORTATION SYSTEMS: TECHNOLOGY, PLANNING, AND OPERATIONS"
J. INTERDISCIP. MATH.,JOURNAL OF INTERDISCIPLINARY MATHEMATICS
J. INTERDISCIP. NANOMED.,JOURNAL OF INTERDISCIPLINARY NANOMEDICINE
J. INTERFERON CYTOKINE RES.,JOURNAL OF INTERFERON AND CYTOKINE RESEARCH
J. INTERFERON RES.,JOURNAL OF INTERFERON RESEARCH
J. INVERSE ILL-POSED PROBL.,JOURNAL OF INVERSE AND ILL-POSED PROBLEMS
J. INVERTEBR. PATHOL.,JOURNAL OF INVERTEBRATE PATHOLOGY
J. INVEST. CLIN. DENT.,JOURNAL OF INVESTIGATIVE AND CLINICAL DENTISTRY
J. INVEST. DERMATOL.,JOURNAL OF INVESTIGATIVE DERMATOLOGY
J. INVEST. MED.,JOURNAL OF INVESTIGATIVE MEDICINE
J. INVEST. MED. HIGH IMPACT CASE REP.,JOURNAL OF INVESTIGATIVE MEDICINE HIGH IMPACT CASE REPORTS
J. IRAN. CHEM. SOC.,JOURNAL OF THE IRANIAN CHEMICAL SOCIETY
J. IRON. STEEL RES. INT.,JOURNAL OF IRON AND STEEL RESEARCH INTERNATIONAL
J. IRRIG. DRAIN. ENG.,JOURNAL OF IRRIGATION AND DRAINAGE ENGINEERING
J. ISL. COASTAL ARCHAEOL.,JOURNAL OF ISLAND AND COASTAL ARCHAEOLOGY
J. JPN. INST. MET.,JOURNAL OF THE JAPAN INSTITUTE OF METALS
J. JPN. PET. INST.,JOURNAL OF THE JAPAN PETROLEUM INSTITUTE
J. KANSAS ENTOMOL. SOC.,JOURNAL OF THE KANSAS ENTOMOLOGICAL SOCIETY
J. KENYA CHEM. SOC.,JOURNAL OF THE KENYA CHEMICAL SOCIETY
J. KING SAUD UNIV. AGRIC. SCI.,"JOURNAL OF KING SAUD UNIVERSITY, AGRICULTURAL SCIENCES"
J. KING SAUD UNIV. ENG. SCI.,"JOURNAL OF KING SAUD UNIVERSITY, ENGINEERING SCIENCES"
J. KING SAUD UNIV. SCI.,"JOURNAL OF KING SAUD UNIVERSITY, SCIENCE"
J. KLIN. ENDOKRINOLOG. STOFFWECHSEL,JOURNAL FUR KLINISCHE ENDOKRINOLOGIE UND STOFFWECHSEL
J. KOREA INST. APPL. SUPERCOND. CRYOG. INST.,JOURNAL OF THE KOREA INSTITUTE OF APPLIED SUPERCONDUCTIVITY AND CRYOGENICS
J. KOREAN ASTRON. SOC.,JOURNAL OF THE KOREAN ASTRONOMICAL SOCIETY
J. KOREAN CERAM. SOC.,JOURNAL OF THE KOREAN CERAMIC SOCIETY
J. KOREAN CHEM. SOC.,JOURNAL OF THE KOREAN CHEMICAL SOCIETY
J. KOREAN INST. MET. MATER.,JOURNAL OF KOREAN INSTITUTE OF METALS AND MATERIALS
J. KOREAN MATH. SOC.,JOURNAL OF THE KOREAN MATHEMATICAL SOCIETY
J. KOREAN NAT.,JOURNAL OF KOREAN NATURE
J. KOREAN NAT.,JOURNAL OF KOREAN NATURE
J. KOREAN STAT. SOC.,JOURNAL OF THE KOREAN STATISTICAL SOCIETY
J. KULTURPFLANZ.,JOURNAL FUR KULTURPFLANZEN
J. KY. ACAD. SCI.,JOURNAL OF THE KENTUCKY ACADEMY OF SCIENCE
J. LAB. CLIN. MED.,JOURNAL OF LABORATORY AND CLINICAL MEDICINE
J. LAB. MED.,JOURNAL OF LABORATORY MEDICINE
J. LABELLED COMPD.,JOURNAL OF LABELLED COMPOUNDS
J. LABELLED COMPD. RADIOPHARM.,JOURNAL OF LABELLED COMPOUNDS AND RADIOPHARMACEUTICALS
J. LAND USE SCI.,JOURNAL OF LAND USE SCIENCE
J. LANDSCAPE ARCHIT.,JOURNAL OF LANDSCAPE ARCHITECTURE
J. LANDWIRTSCHAFT,JOURNAL FUR LANDWIRTSCHAFT
J. LANG. EVOL.,JOURNAL OF LANGUAGE EVOLUTION
J. LASER APPL.,JOURNAL OF LASER APPLICATIONS
J. LASER MICRO/NANOENG.,JOURNAL OF LASER MICRO/NANOENGINEERING
J. LAW BIOSCI.,JOURNAL OF LAW AND THE BIOSCIENCES
J. LEATHER CHEM. TECHNOL.,JOURNAL OF LEATHER AND CHEMICAL TECHNOLOGY
J. LEATHER SCI. ENG.,JOURNAL OF LEATHER SCIENCE AND ENGINEERING
J. LEG. AFF. DISPUTE RESOLUT. ENG. CONSTR.,JOURNAL OF LEGAL AFFAIRS AND DISPUTE RESOLUTION IN ENGINEERING AND CONSTRUCTION
J. LEGAL MED.,JOURNAL OF LEGAL MEDICINE
J. LEPID. SOC.,JOURNAL OF THE LEPIDOPTERISTS' SOCIETY
J. LESS-COMMON MET.,JOURNAL OF THE LESS-COMMON METALS
J. LESS-COMMON MET.,JOURNAL OF LESS-COMMON METALS
J. LEUKOCYTE BIOL.,JOURNAL OF LEUKOCYTE BIOLOGY
J. LIFE SCI.,JOURNAL OF LIFE SCIENCES
J. LIGHT MET.,JOURNAL OF LIGHT METALS
J. LIGHT VISUAL ENVIRON.,JOURNAL OF LIGHT & VISUAL ENVIRONMENT
J. LIGHTWAVE TECHNOL.,JOURNAL OF LIGHTWAVE TECHNOLOGY
J. LING. GEOGR.,JOURNAL OF LINGUISTIC GEOGRAPHY
"J. LINN. SOC. LONDON, BOT.","JOURNAL OF THE LINNEAN SOCIETY OF LONDON, BOTANY"
"J. LINN. SOC. LONDON, ZOOL.","JOURNAL OF THE LINNEAN SOCIETY OF LONDON, ZOOLOGY"
J. LIPID MEDIATORS,JOURNAL OF LIPID MEDIATORS
J. LIPID MEDIATORS CELL SIGNALLING,JOURNAL OF LIPID MEDIATORS AND CELL SIGNALLING
J. LIPID RES.,JOURNAL OF LIPID RESEARCH
J. LIPIDS,JOURNAL OF LIPIDS
J. LIPOSOME RES.,JOURNAL OF LIPOSOME RESEARCH
J. LIQ. CHROMATOGR.,JOURNAL OF LIQUID CHROMATOGRAPHY
J. LIQ. CHROMATOGR. RELATED TECHNOL.,JOURNAL OF LIQUID CHROMATOGRAPHY AND RELATED TECHNOLOGIES
J. LOGIC ALGEBRAIC PROGRAM.,JOURNAL OF LOGIC AND ALGEBRAIC PROGRAMMING
J. LOGIC COMPUT.,JOURNAL OF LOGIC AND COMPUTATION
J. LOGIC PROGRAM.,JOURNAL OF LOGIC PROGRAMMING
J. LOGICAL ALGEBRAIC METHODS PROGRAM.,JOURNAL OF LOGICAL AND ALGEBRAIC METHODS IN PROGRAMMING
J. LONDON MATH. SOC.,JOURNAL OF THE LONDON MATHEMATICAL SOCIETY
J. LONG-TERM EFF. MED. IMPLANTS,JOURNAL OF LONG-TERM EFFECTS OF MEDICAL IMPLANTS
J. LOSS PREV. PROCESS IND.,JOURNAL OF LOSS PREVENTION IN THE PROCESS INDUSTRIES
J. LOW FREQ. NOISE VIBR. ACT. CONTROL,"JOURNAL OF LOW FREQUENCY NOISE, VIBRATION AND ACTIVE CONTROL"
J. LOW POWER ELECTRON.,JOURNAL OF LOW POWER ELECTRONICS
J. LOW TEMP. PHYS.,JOURNAL OF LOW TEMPERATURE PHYSICS
J. LUBR. TECHNOL.,JOURNAL OF LUBRICATION TECHNOLOGY
J. LUMIN.,JOURNAL OF LUMINESCENCE
J. MACH. LEARN. MODEL. COMPUT.,JOURNAL OF MACHINE LEARNING FOR MODELING AND COMPUTING
J. MACROMOL. SCI. PART A PURE APPL. CHEM.,"JOURNAL OF MACROMOLECULAR SCIENCE, PART A PURE AND APPLIED CHEMISTRY"
J. MACROMOL. SCI. PART B PHYS.,"JOURNAL OF MACROMOLECULAR SCIENCE, PART B PHYSICS"
"J. MACROMOL. SCI., PHYS.",JOURNAL OF MACROMOLECULAR SCIENCE - PHYSICS
"J. MACROMOL. SCI., POLYM. REV.",JOURNAL OF MACROMOLECULAR SCIENCE POLYMER REVIEWS
"J. MACROMOL. SCI., PURE APPL. CHEM.",JOURNAL OF MACROMOLECULAR SCIENCE PURE AND APPLIED CHEMISTRY
"J. MACROMOL. SCI., REV. MACROMOL. CHEM. PHYS.",JOURNAL OF MACROMOLECULAR SCIENCE - REVIEWS IN MACROMOLECULAR CHEMISTRY AND PHYSICS
J. MAGN.,JOURNAL OF MAGNETICS
J. MAGN. MAGN. MATER.,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS
J. MAGN. RESON.,JOURNAL OF MAGNETIC RESONANCE
J. MAGN. RESON. IMAGING,JOURNAL OF MAGNETIC RESONANCE IMAGING
J. MAGN. RESON. OPEN,JOURNAL OF MAGNETIC RESONANCE OPEN
"J. MAGN. RESON., SER. A",JOURNAL OF MAGNETIC RESONANCE SERIES A
"J. MAGN. RESON., SER. B",JOURNAL OF MAGNETIC RESONANCE SERIES B
J. MAGNESIUM ALLOYS,JOURNAL OF MAGNESIUM AND ALLOYS
J. MAMM. EVOL.,JOURNAL OF MAMMALIAN EVOLUTION
J. MAMM. OVA RES.,JOURNAL OF MAMMALIAN OVA RESEARCH
J. MAMMAL.,JOURNAL OF MAMMALOGY
J. MANAGE. ENG.,JOURNAL OF MANAGEMENT IN ENGINEERING
J. MANAGE. SCI. ENG.,JOURNAL OF MANAGEMENT SCIENCE AND ENGINEERING
J. MANUF. PROCESSES,JOURNAL OF MANUFACTURING PROCESSES
J. MANUF. SCI. ENG.,JOURNAL OF MANUFACTURING SCIENCE AND ENGINEERING
J. MANUF. SCI. PROD.,JOURNAL OF MANUFACTURING SCIENCE AND PRODUCTION
J. MANUF. SYST.,JOURNAL OF MANUFACTURING SYSTEMS
J. MAP GEOGR. LIB.,JOURNAL OF MAP & GEOGRAPHY LIBRARIES
J. MAPS,JOURNAL OF MAPS
J. MAR. BIOL.,JOURNAL OF MARINE BIOLOGY
J. MAR. BIOL. ASSOC. U. K.,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UK
J. MAR. BIOTECHNOL.,JOURNAL OF MARINE BIOTECHNOLOGY
J. MAR. ENG. TECHNOL.,JOURNAL OF MARINE ENGINEERING & TECHNOLOGY
J. MAR. ISL. CULT.,JOURNAL OF MARINE AND ISLAND CULTURES
J. MAR. RES.,JOURNAL OF MARINE RESEARCH
J. MAR. SCI. APPL.,JOURNAL OF MARINE SCIENCE AND APPLICATION
J. MAR. SCI. ENG.,JOURNAL OF MARINE SCIENCE AND ENGINEERING
J. MAR. SCI. TECHNOL.,JOURNAL OF MARINE SCIENCE AND TECHNOLOGY
J. MAR. SYST.,JOURNAL OF MARINE SYSTEMS
J. MARIT. RES.,JOURNAL OF MARITIME RESEARCH
J. MASS SPECTROM.,JOURNAL OF MASS SPECTROMETRY
J. MASS SPECTROM. ADV. CLIN. LAB,JOURNAL OF MASS SPECTROMETRY AND ADVANCES IN THE CLINICAL LAB
J. MATER. CHEM. A,JOURNAL OF MATERIALS CHEMISTRY A
J. MATER. CHEM.,JOURNAL OF MATERIALS CHEMISTRY
J. MATER. CHEM. B,JOURNAL OF MATERIALS CHEMISTRY B
J. MATER. CHEM. C,JOURNAL OF MATERIALS CHEMISTRY C
J. MATER. CIV. ENG.,JOURNAL OF MATERIALS IN CIVIL ENGINEERING
J. MATER. CYCLES WASTE MANAGE.,JOURNAL OF MATERIAL CYCLES AND WASTE MANAGEMENT
J. MATER. EDUC.,JOURNAL OF MATERIALS EDUCATION
J. MATER. ENERGY SYST.,JOURNAL OF MATERIALS FOR ENERGY SYSTEMS
J. MATER. ENG.,JOURNAL OF MATERIALS ENGINEERING
J. MATER. ENG. PERFORM.,JOURNAL OF MATERIALS ENGINEERING AND PERFORMANCE
J. MATER. ENG. STRUCT.,JOURNAL OF MATERIALS AND ENGINEERING STRUCTURES
J. MATER. ENVIRON. SCI.,JOURNAL OF MATERIALS AND ENVIRONMENTAL SCIENCE
J. MATER. PROCESS. MANUF. SCI.,JOURNAL OF MATERIALS PROCESSING AND MANUFACTURING SCIENCE
J. MATER. PROCESS. TECHNOL.,JOURNAL OF MATERIALS PROCESSING TECHNOLOGY
J. MATER. RES.,JOURNAL OF MATERIALS RESEARCH
J. MATER. RES. TECHNOL.,JOURNAL OF MATERIALS RESEARCH AND TECHNOLOGY
J. MATER. SCI.,JOURNAL OF MATERIALS SCIENCE
J. MATER. SCI. - MATER. ELECTRON.,JOURNAL OF MATERIALS SCIENCE - MATERIALS IN ELECTRONICS
J. MATER. SCI. - MATER. MED.,JOURNAL OF MATERIALS SCIENCE MATERIALS IN MEDICINE
J. MATER. SCI. - MATER. MED.,JOURNAL OF MATERIALS SCIENCE - MATERIALS IN MEDICINE
J. MATER. SCI. ENG,JOURNAL OF MATERIALS SCIENCE AND ENGINEERING
J. MATER. SCI. LETT.,JOURNAL OF MATERIALS SCIENCE LETTERS
J. MATER. SCI. TECHNOL.,JOURNAL OF MATERIALS SCIENCE AND TECHNOLOGY
J. MATER. SCI.: MATER. ELECTRON.,JOURNAL OF MATERIALS SCIENCE: MATERIALS IN ELECTRONICS
J. MATER. SCI.: MATER. MED.,JOURNAL OF MATERIALS SCIENCE: MATERIALS IN MEDICINE
J. MATER. SHAPING TECHNOL.,JOURNAL OF MATERIALS SHAPING TECHNOLOGY
J. MATER. SYNTH. PROCESS.,JOURNAL OF MATERIALS SYNTHESIS AND PROCESSING
J. MATERIOMICS,JOURNAL OF MATERIOMICS
J. MATH.,JOURNAL OF MATHEMATICS
J. MATH. ANAL. APPL.,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS
J. MATH. ARTS,JOURNAL OF MATHEMATICS AND THE ARTS
J. MATH. BEHAV.,JOURNAL OF MATHEMATICAL BEHAVIOR
J. MATH. BIOL.,JOURNAL OF MATHEMATICAL BIOLOGY
J. MATH. CHEM.,JOURNAL OF MATHEMATICAL CHEMISTRY
J. MATH. ECON.,JOURNAL OF MATHEMATICAL ECONOMICS
J. MATH. FLUID MECH.,JOURNAL OF MATHEMATICAL FLUID MECHANICS
J. MATH. IMAGING VISION,JOURNAL OF MATHEMATICAL IMAGING AND VISION
J. MATH. IND.,JOURNAL OF MATHEMATICS IN INDUSTRY
J. MATH. INEQUAL.,JOURNAL OF MATHEMATICAL INEQUALITIES
J. MATH. MUSIC,JOURNAL OF MATHEMATICS AND MUSIC
J. MATH. NEUROSCI.,JOURNAL OF MATHEMATICAL NEUROSCIENCE
J. MATH. PHYS.,JOURNAL OF MATHEMATICS AND PHYSICS
J. MATH. PHYS.,JOURNAL OF MATHEMATICAL PHYSICS
J. MATH. PHYS. ANAL. GEOM.,JOURNAL OF MATHEMATICAL PHYSICS ANALYSIS GEOMETRY
J. MATH. PSYCHOL.,JOURNAL OF MATHEMATICAL PSYCHOLOGY
J. MATH. PURES APPL.,JOURNAL DE MATHEMATIQUES PURES ET APPLIQUEES
J. MECH.,JOURNAL OF MECHANICS
J. MECH. BEHAV. BIOMED. MATER.,JOURNAL OF THE MECHANICAL BEHAVIOR OF BIOMEDICAL MATERIALS
J. MECH. BEHAV. MATER.,JOURNAL OF THE MECHANICAL BEHAVIOR OF MATERIALS
J. MECH. DES.,JOURNAL OF MECHANICAL DESIGN
J. MECH. ENG. SCI.,JOURNAL OF MECHANICAL ENGINEERING SCIENCE
J. MECH. MATER. STRUCT.,JOURNAL OF MECHANICS OF MATERIALS AND STRUCTURES
J. MECH. PHYS. SOLIDS,JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS
J. MECH. ROB.,JOURNAL OF MECHANISMS AND ROBOTICS
J. MECH. SCI. TECHNOL.,JOURNAL OF MECHANICAL SCIENCE AND TECHNOLOGY
J. MECH. WORK. TECHNOL.,JOURNAL OF MECHANICAL WORKING TECHNOLOGY
J. MED. BIOGR.,JOURNAL OF MEDICAL BIOGRAPHY
J. MED. CASE REP.,JOURNAL OF MEDICAL CASE REPORTS
J. MED. CHEM.,JOURNAL OF MEDICINAL CHEMISTRY
J. MED. DEVICES,JOURNAL OF MEDICAL DEVICES
J. MED. DIAGN.,JOURNAL OF MEDICAL DIAGNOSTICS
J. MED. EDUC. RES.,JOURNAL OF MEDICAL EDUCATION RESEARCH
J. MED. ENG. TECHNOL.,JOURNAL OF MEDICAL ENGINEERING & TECHNOLOGY
J. MED. ENTOMOL.,JOURNAL OF MEDICAL ENTOMOLOGY
J. MED. FOOD,JOURNAL OF MEDICINAL FOOD
J. MED. GENET.,JOURNAL OF MEDICAL GENETICS
J. MED. HYPOTHESES IDEAS,JOURNAL OF MEDICAL HYPOTHESES & IDEAS
J. MED. IMAGING,JOURNAL OF MEDICAL IMAGING
J. MED. IMAGING HEALTH INF.,JOURNAL OF MEDICAL IMAGING AND HEALTH INFORMATICS
J. MED. IMAGING RADIAT. ONCOL.,JOURNAL OF MEDICAL IMAGING AND RADIATION ONCOLOGY
J. MED. IMAGING RADIAT. SCI.,JOURNAL OF MEDICAL IMAGING AND RADIATION SCIENCES
J. MED. INTERNET RES.,JOURNAL OF MEDICAL INTERNET RESEARCH
J. MED. MICROBIOL.,JOURNAL OF MEDICAL MICROBIOLOGY
J. MED. NUCL. BIOPHYS.,JOURNAL DE MEDECINE NUCLEAIRE ET BIOPHYSIQUE
J. MED. PHARM. CHEM.,JOURNAL OF MEDICINAL AND PHARMACEUTICAL CHEMISTRY
J. MED. PLANTS ECON. DEV.,JOURNAL OF MEDICINAL PLANTS FOR ECONOMIC DEVELOPMENT
J. MED. PRIMATOL.,JOURNAL OF MEDICAL PRIMATOLOGY
J. MED. RADIAT. SCI.,JOURNAL OF MEDICAL RADIATION SCIENCES
J. MED. TOXICOL.,JOURNAL OF MEDICAL TOXICOLOGY
J. MED. VIROL.,JOURNAL OF MEDICAL VIROLOGY
J. MEGA INFRASTRUCT. SUSTAINABLE DEV.,JOURNAL OF MEGA INFRASTRUCTURE & SUSTAINABLE DEVELOPMENT
J. MEMBR. BIOL.,JOURNAL OF MEMBRANE BIOLOGY
J. MEMBR. COMPUT.,JOURNAL OF MEMBRANE COMPUTING
J. MEMBR. SCI.,JOURNAL OF MEMBRANE SCIENCE
J. METALL. MATER. SCI.,JOURNAL OF METALLURGY AND MATERIALS SCIENCE
J. METAMORPH. GEOL.,JOURNAL OF METAMORPHIC GEOLOGY
J. METASTABLE NANOCRYST. MATER.,JOURNAL OF METASTABLE AND NANOCRYSTALLINE MATERIALS
J. METEOROLOG. RES.,JOURNAL OF METEOROLOGICAL RESEARCH
J. METEOROLOG. SOC. JPN.,JOURNAL OF THE METEOROLOGICAL SOCIETY OF JAPAN
J. MEX. CHEM. SOC.,JOURNAL OF THE MEXICAN CHEMICAL SOCIETY
J. MICRO - NANO MECHATRON.,JOURNAL OF MICRO - NANO MECHATRONICS
J. MICRO NANO-MANUF.,JOURNAL OF MICRO AND NANO-MANUFACTURING
J. MICRO/NANOLITHOG. MICROFAB. MICROSYS.,"JOURNAL OF MICRO/NANOLITHOGRAPHY, MICROFABRICAN, AND MICROSYSTEMS"
J. MICRO/NANOLITHOGR. MEMS MOEMS,"JOURNAL OF MICRO/NANOLITHOGRAPHY, MEMS AND MOEMS"
J. MICROBIOL. BIOL. EDUC.,JOURNAL OF MICROBIOLOGY & BIOLOGY EDUCATION
J. MICROBIOL. BIOTECHNOL.,JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY
J. MICROBIOL. IMMUNOL. INFECT.,"JOURNAL OF MICROBIOLOGY, IMMUNOLOGY AND INFECTION"
